Section,Key,Value
Setup,Expert,ea
Setup,Symbol,XAUUSD
Setup,Period,H1 (2023.01.01 - 2026.06.17)
Setup,Company,Raw Trading Ltd
Setup,Currency,USD
Setup,Initial Deposit,3 000.00
Setup,Leverage,1:1000
Setup,_title,Strategy Tester Report
Statistics,Initial Deposit,3 000.00
Statistics,Leverage,1:1000
Statistics,History Quality,99% real ticks
Statistics,Bars,20430
Statistics,Ticks,351609820
Statistics,Symbols,1
Statistics,Total Net Profit,231.03
Statistics,Balance Drawdown Absolute,184.72
Statistics,Equity Drawdown Absolute,390.27
Statistics,Gross Profit,6 477.51
Statistics,Balance Drawdown Maximal,838.72 (22.95%)
Statistics,Equity Drawdown Maximal,927.75 (25.45%)
Statistics,Gross Loss,-6 246.48
Statistics,Balance Drawdown Relative,22.95% (838.72)
Statistics,Equity Drawdown Relative,25.45% (927.75)
Statistics,Profit Factor,1.04
Statistics,Expected Payoff,0.07
Statistics,Margin Level,3709.10%
Statistics,Recovery Factor,0.25
Statistics,Sharpe Ratio,0.39
Statistics,Z-Score,-0.58 (43.13%)
Statistics,AHPR,1.0000 (0.00%)
Statistics,LR Correlation,-0.45
Statistics,OnTester result,0
Statistics,GHPR,1.0000 (0.00%)
Statistics,LR Standard Error,169.90
Statistics,Total Trades,3328
Statistics,Short Trades (won %),1583 (74.98%)
Statistics,Long Trades (won %),1745 (78.74%)
Statistics,Total Deals,6656
Statistics,Profit Trades (% of total),2561 (76.95%)
Statistics,Loss Trades (% of total),767 (23.05%)
Statistics,Largest profit trade,119.49
Statistics,Largest loss trade,-380.25
Statistics,Average profit trade,2.53
Statistics,Average loss trade,-7.80
Statistics,Maximum consecutive wins ($),28 (44.87)
Statistics,Maximum consecutive losses ($),5 (-0.69)
Statistics,Maximal consecutive profit (count),120.43 (25)
Statistics,Maximal consecutive loss (count),-380.25 (1)
Statistics,Average consecutive wins,4
Statistics,Average consecutive losses,1
Statistics,"Correlation (Profits,MFE)",0.31
Statistics,"Correlation (Profits,MAE)",0.66
Statistics,"Correlation (MFE,MAE)",-0.0562
Statistics,Minimal position holding time,0:00:03
Statistics,Maximal position holding time,74:18:42
Statistics,Average position holding time,0:39:08
