Section,Key,Value
Setup,Expert,EMACrossOver_V4
Setup,Symbol,XAUUSD
Setup,Period,H1 (2023.01.01 - 2026.06.17)
Setup,Company,Raw Trading Ltd
Setup,Currency,USD
Setup,Initial Deposit,3 000.00
Setup,Leverage,1:1000
Setup,_title,Strategy Tester Report
Statistics,Initial Deposit,3 000.00
Statistics,Leverage,1:1000
Statistics,History Quality,99% real ticks
Statistics,Bars,20430
Statistics,Ticks,351609820
Statistics,Symbols,1
Statistics,Total Net Profit,142.96
Statistics,Balance Drawdown Absolute,1 105.63
Statistics,Equity Drawdown Absolute,1 294.04
Statistics,Gross Profit,11 057.60
Statistics,Balance Drawdown Maximal,2 940.00 (54.35%)
Statistics,Equity Drawdown Maximal,3 226.25 (59.63%)
Statistics,Gross Loss,-10 914.64
Statistics,Balance Drawdown Relative,54.35% (2 940.00)
Statistics,Equity Drawdown Relative,59.63% (3 226.25)
Statistics,Profit Factor,1.01
Statistics,Expected Payoff,0.04
Statistics,Margin Level,230.76%
Statistics,Recovery Factor,0.04
Statistics,Sharpe Ratio,0.09
Statistics,Z-Score,-1.88 (93.99%)
Statistics,AHPR,1.0001 (0.01%)
Statistics,LR Correlation,0.56
Statistics,OnTester result,0
Statistics,GHPR,1.0000 (0.00%)
Statistics,LR Standard Error,718.08
Statistics,Total Trades,3454
Statistics,Short Trades (won %),1558 (75.29%)
Statistics,Long Trades (won %),1896 (79.69%)
Statistics,Total Deals,6908
Statistics,Profit Trades (% of total),2684 (77.71%)
Statistics,Loss Trades (% of total),770 (22.29%)
Statistics,Largest profit trade,752.15
Statistics,Largest loss trade,-1 900.28
Statistics,Average profit trade,4.12
Statistics,Average loss trade,-13.57
Statistics,Maximum consecutive wins ($),32 (154.66)
Statistics,Maximum consecutive losses ($),5 (-49.17)
Statistics,Maximal consecutive profit (count),752.19 (2)
Statistics,Maximal consecutive loss (count),-1 900.28 (1)
Statistics,Average consecutive wins,5
Statistics,Average consecutive losses,1
Statistics,"Correlation (Profits,MFE)",0.33
Statistics,"Correlation (Profits,MAE)",0.61
Statistics,"Correlation (MFE,MAE)",-0.1785
Statistics,Minimal position holding time,0:00:01
Statistics,Maximal position holding time,47:31:36
Statistics,Average position holding time,0:36:02
