Section,Key,Value
Setup,Expert,ea
Setup,Symbol,XAUUSD
Setup,Period,H1 (2025.01.01 - 2026.01.01)
Setup,Company,Raw Trading Ltd
Setup,Currency,USD
Setup,Initial Deposit,3 000.00
Setup,Leverage,1:1000
Setup,_title,Strategy Tester Report
Statistics,Initial Deposit,3 000.00
Statistics,Leverage,1:1000
Statistics,History Quality,100% real ticks
Statistics,Bars,5913
Statistics,Ticks,137341135
Statistics,Symbols,1
Statistics,Total Net Profit,-522.36
Statistics,Balance Drawdown Absolute,659.21
Statistics,Equity Drawdown Absolute,723.17
Statistics,Gross Profit,2 173.40
Statistics,Balance Drawdown Maximal,732.33 (23.83%)
Statistics,Equity Drawdown Maximal,782.23 (25.57%)
Statistics,Gross Loss,-2 695.76
Statistics,Balance Drawdown Relative,23.83% (732.33)
Statistics,Equity Drawdown Relative,25.57% (782.23)
Statistics,Profit Factor,0.81
Statistics,Expected Payoff,-0.36
Statistics,Margin Level,8784.07%
Statistics,Recovery Factor,-0.67
Statistics,Sharpe Ratio,-3.15
Statistics,Z-Score,0.80 (57.63%)
Statistics,AHPR,0.9999 (-0.01%)
Statistics,LR Correlation,-0.63
Statistics,OnTester result,0
Statistics,GHPR,0.9999 (-0.01%)
Statistics,LR Standard Error,130.15
Statistics,Total Trades,1433
Statistics,Short Trades (won %),636 (74.21%)
Statistics,Long Trades (won %),797 (80.55%)
Statistics,Total Deals,2866
Statistics,Profit Trades (% of total),1114 (77.74%)
Statistics,Loss Trades (% of total),319 (22.26%)
Statistics,Largest profit trade,35.55
Statistics,Largest loss trade,-172.55
Statistics,Average profit trade,1.95
Statistics,Average loss trade,-8.10
Statistics,Maximum consecutive wins ($),21 (50.11)
Statistics,Maximum consecutive losses ($),7 (-49.03)
Statistics,Maximal consecutive profit (count),50.11 (21)
Statistics,Maximal consecutive loss (count),-172.66 (2)
Statistics,Average consecutive wins,4
Statistics,Average consecutive losses,1
Statistics,"Correlation (Profits,MFE)",0.26
Statistics,"Correlation (Profits,MAE)",0.64
Statistics,"Correlation (MFE,MAE)",-0.0270
Statistics,Minimal position holding time,0:00:01
Statistics,Maximal position holding time,29:07:28
Statistics,Average position holding time,0:29:43
