Section,Key,Value
Setup,Expert,main
Setup,Symbol,EURUSD
Setup,Period,H1 (2023.07.01 - 2023.12.31)
Setup,Company,Raw Trading Ltd
Setup,Currency,USD
Setup,Initial Deposit,3 000.00
Setup,Leverage,1:1000
Setup,_title,Strategy Tester Report
Statistics,Initial Deposit,3 000.00
Statistics,Leverage,1:1000
Statistics,History Quality,100% real ticks
Statistics,Bars,3096
Statistics,Ticks,8116211
Statistics,Symbols,12
Statistics,Total Net Profit,-180.99
Statistics,Balance Drawdown Absolute,720.01
Statistics,Equity Drawdown Absolute,702.60
Statistics,Gross Profit,2 331.35
Statistics,Balance Drawdown Maximal,763.11 (25.08%)
Statistics,Equity Drawdown Maximal,773.50 (25.19%)
Statistics,Gross Loss,-2 512.34
Statistics,Balance Drawdown Relative,25.08% (763.11)
Statistics,Equity Drawdown Relative,25.19% (773.50)
Statistics,Profit Factor,0.93
Statistics,Expected Payoff,-0.61
Statistics,Margin Level,467.56%
Statistics,Recovery Factor,-0.23
Statistics,Sharpe Ratio,-0.50
Statistics,Z-Score,0.71 (52.23%)
Statistics,AHPR,0.9999 (-0.01%)
Statistics,LR Correlation,-0.21
Statistics,OnTester result,0
Statistics,GHPR,0.9998 (-0.02%)
Statistics,LR Standard Error,165.26
Statistics,Total Trades,298
Statistics,Short Trades (won %),126 (41.27%)
Statistics,Long Trades (won %),172 (37.21%)
Statistics,Total Deals,596
Statistics,Profit Trades (% of total),116 (38.93%)
Statistics,Loss Trades (% of total),182 (61.07%)
Statistics,Largest profit trade,373.15
Statistics,Largest loss trade,-219.26
Statistics,Average profit trade,20.10
Statistics,Average loss trade,-13.51
Statistics,Maximum consecutive wins ($),5 (368.91)
Statistics,Maximum consecutive losses ($),9 (-55.17)
Statistics,Maximal consecutive profit (count),374.38 (3)
Statistics,Maximal consecutive loss (count),-219.92 (3)
Statistics,Average consecutive wins,2
Statistics,Average consecutive losses,2
Statistics,"Correlation (Profits,MFE)",0.65
Statistics,"Correlation (Profits,MAE)",0.47
Statistics,"Correlation (MFE,MAE)",-0.2163
Statistics,Minimal position holding time,0:00:03
Statistics,Maximal position holding time,304:58:58
Statistics,Average position holding time,10:57:10
