Section,Key,Value
Setup,Expert,EMACrossOver_V5
Setup,Symbol,XAUUSD
Setup,Period,H1 (2023.01.01 - 2026.06.17)
Setup,Company,Raw Trading Ltd
Setup,Currency,USD
Setup,Initial Deposit,3 000.00
Setup,Leverage,1:1000
Setup,_title,Strategy Tester Report
Statistics,Initial Deposit,3 000.00
Statistics,Leverage,1:1000
Statistics,History Quality,99% real ticks
Statistics,Bars,20430
Statistics,Ticks,351609820
Statistics,Symbols,1
Statistics,Total Net Profit,1 237.80
Statistics,Balance Drawdown Absolute,0.11
Statistics,Equity Drawdown Absolute,28.55
Statistics,Gross Profit,5 814.70
Statistics,Balance Drawdown Maximal,1 066.04 (24.34%)
Statistics,Equity Drawdown Maximal,1 144.79 (25.80%)
Statistics,Gross Loss,-4 576.90
Statistics,Balance Drawdown Relative,24.34% (1 066.04)
Statistics,Equity Drawdown Relative,25.80% (1 144.79)
Statistics,Profit Factor,1.27
Statistics,Expected Payoff,4.74
Statistics,Margin Level,15958.07%
Statistics,Recovery Factor,1.08
Statistics,Sharpe Ratio,1.66
Statistics,Z-Score,0.23 (18.19%)
Statistics,AHPR,1.0014 (0.14%)
Statistics,LR Correlation,0.63
Statistics,OnTester result,0
Statistics,GHPR,1.0013 (0.13%)
Statistics,LR Standard Error,249.29
Statistics,Total Trades,261
Statistics,Short Trades (won %),135 (56.30%)
Statistics,Long Trades (won %),126 (55.56%)
Statistics,Total Deals,522
Statistics,Profit Trades (% of total),146 (55.94%)
Statistics,Loss Trades (% of total),115 (44.06%)
Statistics,Largest profit trade,257.65
Statistics,Largest loss trade,-162.83
Statistics,Average profit trade,39.83
Statistics,Average loss trade,-39.55
Statistics,Maximum consecutive wins ($),6 (235.55)
Statistics,Maximum consecutive losses ($),8 (-238.30)
Statistics,Maximal consecutive profit (count),355.99 (4)
Statistics,Maximal consecutive loss (count),-295.40 (4)
Statistics,Average consecutive wins,2
Statistics,Average consecutive losses,2
Statistics,"Correlation (Profits,MFE)",0.80
Statistics,"Correlation (Profits,MAE)",0.49
Statistics,"Correlation (MFE,MAE)",0.1632
Statistics,Minimal position holding time,0:01:22
Statistics,Maximal position holding time,78:17:19
Statistics,Average position holding time,15:31:04
