Section,Key,Value
Setup,Expert,ea
Setup,Symbol,XAUUSD
Setup,Period,H1 (2023.01.01 - 2024.01.01)
Setup,Company,Raw Trading Ltd
Setup,Currency,USD
Setup,Initial Deposit,3 000.00
Setup,Leverage,1:1000
Setup,_title,Strategy Tester Report
Statistics,Initial Deposit,3 000.00
Statistics,Leverage,1:1000
Statistics,History Quality,97% real ticks
Statistics,Bars,5894
Statistics,Ticks,23422797
Statistics,Symbols,1
Statistics,Total Net Profit,217.47
Statistics,Balance Drawdown Absolute,0.07
Statistics,Equity Drawdown Absolute,1 174.17
Statistics,Gross Profit,393.15
Statistics,Balance Drawdown Maximal,137.61 (4.26%)
Statistics,Equity Drawdown Maximal,1 393.76 (43.29%)
Statistics,Gross Loss,-175.68
Statistics,Balance Drawdown Relative,4.26% (137.61)
Statistics,Equity Drawdown Relative,43.29% (1 393.76)
Statistics,Profit Factor,2.24
Statistics,Expected Payoff,1.29
Statistics,Margin Level,4900.24%
Statistics,Recovery Factor,0.16
Statistics,Sharpe Ratio,0.89
Statistics,Z-Score,-1.62 (89.48%)
Statistics,AHPR,1.0004 (0.04%)
Statistics,LR Correlation,0.82
Statistics,OnTester result,0
Statistics,GHPR,1.0004 (0.04%)
Statistics,LR Standard Error,40.42
Statistics,Total Trades,168
Statistics,Short Trades (won %),68 (88.24%)
Statistics,Long Trades (won %),100 (82.00%)
Statistics,Total Deals,336
Statistics,Profit Trades (% of total),142 (84.52%)
Statistics,Loss Trades (% of total),26 (15.48%)
Statistics,Largest profit trade,51.09
Statistics,Largest loss trade,-97.55
Statistics,Average profit trade,2.77
Statistics,Average loss trade,-5.83
Statistics,Maximum consecutive wins ($),37 (96.43)
Statistics,Maximum consecutive losses ($),3 (-99.33)
Statistics,Maximal consecutive profit (count),96.43 (37)
Statistics,Maximal consecutive loss (count),-99.33 (3)
Statistics,Average consecutive wins,7
Statistics,Average consecutive losses,1
Statistics,"Correlation (Profits,MFE)",0.54
Statistics,"Correlation (Profits,MAE)",0.01
Statistics,"Correlation (MFE,MAE)",-0.2406
Statistics,Minimal position holding time,0:00:13
Statistics,Maximal position holding time,38:28:06
Statistics,Average position holding time,1:54:36
